,Ids,Result
189,52873,7.0
190,97815,4.0
191,82582,9.0
192,59413,1.0
193,97766,6.0
194,22386,1.0
195,88803,0.0
196,70052,2.0
197,98954,4.0
198,62022,0.0
199,24449,9.0
200,56317,0.0
201,61404,1.0
202,99335,2.0
203,20777,5.0
204,49296,5.0
205,20359,8.0
206,73365,0.0
207,90562,2.0
208,40716,1.0
209,71675,9.0
210,24079,3.0
211,60298,4.0
212,31696,7.0
213,59911,1.0
214,46582,9.0
215,46921,5.0
216,20251,9.0
217,87438,8.0
218,76095,2.0
219,86303,8.0
220,96664,5.0
221,28798,9.0
222,89429,9.0
223,31839,3.0
224,70617,2.0
225,49610,4.0
226,30649,7.0
227,64040,9.0
228,95619,8.0
229,75825,1.0
230,47064,9.0
231,46999,7.0
232,24589,3.0
233,44732,2.0
234,88541,9.0
235,83324,7.0
236,53928,4.0
237,77796,0.0
238,99104,9.0
239,97018,2.0
240,82248,1.0
241,88226,5.0
242,48869,7.0
243,76927,7.0
244,45159,0.0
245,91759,2.0
246,71513,3.0
247,66191,5.0
248,50559,3.0
249,68048,3.0
250,74681,8.0
251,30017,1.0
252,38673,0.0
253,96452,4.0
254,91120,4.0
255,83873,8.0
256,46670,4.0
257,78507,9.0
258,71559,8.0
259,28784,3.0
260,97934,3.0
261,35167,2.0
262,48838,4.0
263,88169,4.0
264,21903,4.0
265,30589,9.0
266,95787,3.0
267,75457,9.0
268,72111,2.0
269,45755,8.0
270,38033,6.0
271,84856,8.0
272,87745,8.0
273,74868,2.0
274,70347,7.0
275,82401,2.0
276,45308,5.0
277,47781,5.0
278,66078,9.0
279,50288,7.0
280,59515,8.0
281,33803,2.0
282,63131,4.0
283,31079,8.0
284,76564,3.0
285,72865,8.0
286,60762,3.0
287,68791,1.0
288,92148,2.0
289,98086,2.0
290,91618,2.0
291,63573,1.0
292,27453,8.0
293,22678,1.0
294,82714,3.0
295,21250,0.0
296,91280,3.0
297,44910,1.0
298,86242,7.0
299,93901,8.0
300,69719,5.0
301,40822,2.0
302,32675,0.0
303,48395,9.0
304,56776,6.0
305,95780,2.0
306,38644,7.0
307,66518,4.0
308,29860,7.0
309,42318,7.0
310,79663,1.0
311,85923,5.0
312,90284,6.0
313,45247,3.0
314,27963,7.0
315,89840,8.0
316,98354,7.0
317,63085,0.0
318,50826,9.0
319,24964,2.0
320,50101,1.0
321,40355,2.0
322,98872,5.0
323,74187,3.0
324,30122,8.0
325,75839,5.0
326,87166,8.0
327,26477,7.0
328,98785,7.0
329,77917,6.0
330,33449,1.0
331,91186,2.0
332,47921,9.0
333,39876,7.0
334,54822,6.0
335,87112,3.0
336,64092,1.0
337,44277,6.0
338,31165,3.0
339,50726,8.0
340,44309,6.0
341,81532,5.0
342,89761,5.0
343,77931,0.0
344,41887,9.0
345,94989,2.0
346,81896,9.0
347,68869,8.0
348,62133,0.0
349,98621,4.0
350,51942,9.0
351,57647,6.0
352,23983,4.0
353,51138,3.0
354,31347,0.0
355,48249,6.0
356,57141,0.0
357,97797,8.0
358,49691,5.0
359,52743,9.0
360,24898,5.0
361,60405,1.0
362,31012,2.0
363,71020,0.0
364,79523,7.0
365,70112,1.0
366,41221,2.0
367,89378,7.0
368,27071,5.0
369,36082,9.0
370,22137,8.0
371,72112,4.0
372,87231,0.0
373,44400,6.0
374,27875,2.0
375,30842,6.0
376,93011,0.0
377,99885,7.0
378,34072,2.0
379,76584,9.0
380,88003,8.0
381,62622,3.0
382,70416,9.0
383,20259,9.0
384,71811,5.0
385,30693,1.0
386,32086,4.0
387,85637,4.0
388,42222,9.0
389,43296,9.0
390,45796,5.0
391,20819,3.0
392,74801,3.0
393,85034,1.0
394,73290,7.0
395,73663,4.0
396,87389,2.0
397,44762,4.0
398,60114,0.0
399,87508,5.0
400,94632,0.0
401,25614,2.0
402,30006,0.0
403,41109,4.0
404,71693,3.0
405,26671,5.0
406,33169,7.0
407,91828,0.0
408,81991,5.0
409,34413,0.0
410,62440,9.0
411,42315,0.0
412,42384,8.0
413,39116,6.0
414,36905,7.0
415,83885,7.0
416,68097,5.0
417,46742,5.0
418,30567,4.0
419,56077,1.0
420,50892,0.0
421,56053,4.0
422,71154,0.0
423,82266,9.0
424,20818,8.0
425,41183,4.0
426,52072,1.0
427,34381,0.0
428,78494,6.0
429,54901,4.0
430,45232,4.0
431,57402,9.0
432,55586,4.0
433,81424,3.0
434,76223,1.0
435,78610,2.0
436,83211,5.0
437,60452,8.0
438,60955,3.0
439,84731,8.0
440,52995,2.0
441,24619,7.0
442,42687,1.0
443,95432,2.0
444,23331,0.0
445,78792,7.0
446,86145,8.0
447,24437,7.0
448,27600,4.0
449,47085,5.0
450,51984,1.0
451,55408,6.0
452,87267,3.0
453,72084,0.0
454,43730,5.0
455,46918,8.0
456,72314,4.0
457,65649,9.0
458,39345,9.0
459,64076,5.0
460,96929,5.0
461,81553,8.0
462,56630,3.0
463,48433,0.0
464,81774,3.0
465,90075,4.0
466,94710,7.0
467,96419,1.0
468,50803,5.0
469,85363,6.0
470,36771,7.0
471,34679,5.0
472,31758,9.0
473,66173,0.0
474,33279,0.0
475,98987,7.0
476,92064,0.0
477,60926,6.0
478,92511,7.0
479,76284,6.0
480,61529,8.0
481,85174,6.0
482,25805,3.0
483,81943,7.0
484,95964,3.0
485,41026,1.0
486,64690,4.0
487,98288,9.0
488,27389,7.0
489,93277,0.0
490,61948,8.0
491,52495,2.0
492,35830,4.0
493,93320,8.0
494,54611,8.0
495,52536,1.0
496,44650,7.0
497,71545,1.0
498,38159,9.0
499,48413,3.0
500,95014,8.0
501,53454,1.0
502,73657,2.0
503,73629,2.0
504,81994,9.0
505,67809,3.0
506,50501,4.0
507,24544,6.0
508,24740,6.0
509,34623,4.0
510,92470,2.0
511,39690,5.0
512,53169,7.0
513,95826,1.0
514,45778,2.0
515,72393,0.0
516,78934,0.0
517,69816,2.0
518,99252,9.0
519,28163,4.0
520,38569,5.0
521,79072,0.0
522,83518,4.0
523,42769,8.0
524,74483,2.0
525,48274,2.0
526,44101,5.0
527,66939,5.0
528,35632,3.0
529,59553,7.0
530,81645,1.0
531,51157,9.0
532,65962,8.0
533,25078,9.0
534,87709,7.0
535,76321,3.0
536,76212,2.0
537,46163,4.0
538,80762,2.0
539,30919,1.0
540,38993,6.0
541,58732,2.0
542,74700,4.0
543,20237,3.0
544,89145,2.0
545,70764,7.0
546,97937,3.0
547,66122,5.0
548,86788,9.0
549,88346,7.0
550,48140,7.0
551,62393,1.0
552,85905,7.0
553,71372,0.0
554,34370,2.0
555,30736,8.0
556,65468,4.0
557,48671,4.0
558,73566,4.0
559,63202,8.0
560,59961,8.0
561,31743,3.0
562,62568,7.0
563,42941,3.0
564,73518,2.0
565,46070,7.0
566,44728,8.0
567,45378,4.0
568,21270,2.0
569,47300,6.0
570,82095,6.0
571,61087,7.0
572,81178,9.0
573,26218,4.0
574,21037,5.0
575,33043,8.0
576,60921,5.0
577,99533,3.0
578,49600,1.0
579,40971,1.0
580,58569,2.0
581,28941,7.0
582,55648,6.0
583,52912,4.0
584,70758,5.0
585,61775,0.0
586,88854,2.0
587,82750,2.0
588,60648,3.0
589,74827,4.0
590,43562,3.0
591,60300,2.0
592,33046,0.0
593,46755,4.0
594,66552,5.0
595,93567,2.0
596,51467,9.0
597,66094,7.0
598,41867,3.0
599,46414,1.0
600,83696,1.0
601,40554,3.0
602,37773,5.0
603,73298,5.0
604,99759,9.0
605,97808,8.0
606,71454,5.0
607,31602,3.0
608,45251,0.0
609,31645,3.0
610,86027,7.0
611,25859,9.0
612,57103,4.0
613,36908,2.0
614,29679,6.0
615,56101,8.0
616,98341,0.0
617,44076,1.0
618,92633,8.0
619,31631,9.0
620,53203,1.0
621,35480,7.0
622,87416,3.0
623,27207,7.0
624,91927,9.0
625,85318,3.0
626,62873,1.0
627,63227,8.0
628,30498,3.0
629,67372,9.0
630,20907,4.0
631,48622,7.0
632,56444,9.0
633,78313,3.0
634,42241,7.0
635,54108,9.0
636,68650,5.0
637,98610,1.0
638,72448,3.0
639,53407,8.0
640,79056,5.0
641,90737,9.0
642,84008,2.0
643,85741,2.0
644,34542,0.0
645,32946,5.0
646,87903,6.0
647,79911,0.0
648,46143,5.0
649,86828,1.0
650,77961,3.0
651,27410,9.0
652,85089,9.0
653,74538,3.0
654,37514,9.0
655,34306,9.0
656,23127,4.0
657,61628,4.0
658,67144,2.0
659,62376,3.0
660,67679,7.0
661,92986,4.0
662,34350,1.0
663,22872,1.0
664,94831,8.0
665,57600,7.0
666,61248,7.0
667,54437,5.0
668,48290,8.0
669,55350,8.0
670,27746,2.0
671,54239,5.0
672,53452,8.0
673,33326,1.0
674,83270,2.0
675,31620,2.0
676,64354,6.0
677,29049,7.0
678,37422,3.0
679,90827,7.0
680,87314,6.0
681,96708,7.0
682,55990,5.0
683,73330,1.0
684,93260,3.0
685,68959,8.0
686,65904,3.0
687,21776,0.0
688,52734,3.0
689,35777,8.0
690,83746,2.0
691,86983,0.0
692,86702,1.0
693,38204,8.0
694,38998,0.0
695,89402,7.0
696,55569,6.0
697,49049,7.0
698,85292,1.0
699,67988,9.0
700,68369,1.0
701,30263,1.0
702,90092,3.0
703,36773,2.0
704,37205,5.0
705,70891,8.0
706,59546,2.0
707,71344,7.0
708,76874,8.0
709,74628,9.0
710,25230,0.0
711,29168,1.0
712,24799,3.0
713,96187,5.0
714,52977,9.0
715,59444,6.0
716,54400,3.0
717,58230,9.0
718,61567,7.0
719,99368,1.0
720,70927,2.0
721,57873,9.0
722,21458,0.0
723,73917,1.0
724,95587,7.0
725,52975,0.0
726,87668,0.0
727,84016,5.0
728,75641,1.0
729,40816,9.0
730,42323,8.0
731,39590,7.0
732,39485,3.0
733,65194,9.0
734,75052,1.0
735,93785,0.0
736,61571,3.0
737,56962,8.0
738,92774,9.0
739,29809,4.0
740,50141,9.0
741,93566,3.0
742,97204,9.0
743,53070,3.0
744,38238,8.0
745,42537,8.0
746,24930,0.0
747,87819,0.0
748,20290,8.0
749,73674,9.0
750,67948,7.0
751,63858,9.0
752,33358,0.0
753,48122,5.0
754,79974,9.0
755,30660,8.0
756,41016,2.0
757,67670,7.0
758,39694,7.0
759,64073,3.0
760,93793,1.0
761,60785,9.0
762,29272,8.0
763,28658,3.0
764,37292,4.0
765,28359,8.0
766,97664,7.0
767,54722,1.0
768,62778,8.0
769,54459,8.0
770,44915,0.0
771,66663,6.0
772,36991,7.0
773,75326,1.0
774,34022,4.0
775,83104,3.0
776,70191,3.0
777,46904,2.0
778,93812,1.0
779,24673,4.0
780,34375,5.0
781,79563,0.0
782,25280,7.0
783,46588,8.0
784,90129,8.0
785,47077,8.0
786,88670,6.0
787,94374,0.0
788,87643,2.0
789,65235,7.0
790,69524,8.0
791,81834,1.0
792,91768,9.0
793,55917,3.0
794,83584,5.0
795,85852,2.0
796,49712,4.0
797,26273,8.0
798,72550,3.0
799,82755,1.0
800,30203,1.0
801,87260,2.0
802,84129,1.0
803,42884,4.0
804,55590,3.0
805,95903,9.0
806,42871,9.0
807,99879,1.0
808,64013,1.0
809,58783,9.0
810,25783,9.0
811,24504,4.0
812,73408,5.0
813,25262,9.0
814,30091,5.0
815,48889,5.0
816,79712,8.0
817,38607,0.0
818,32844,3.0
819,94860,0.0
820,62986,1.0
821,59582,7.0
822,41473,9.0
823,50530,3.0
824,68116,5.0
825,70941,4.0
826,32893,6.0
827,90532,5.0
828,89672,2.0
829,93853,9.0
830,92731,8.0
831,23634,5.0
832,64808,9.0
833,48666,2.0
834,41400,9.0
835,76804,3.0
836,57456,8.0
837,96290,7.0
838,24274,6.0
839,77714,5.0
840,75699,1.0
841,42311,7.0
842,27731,8.0
843,29701,8.0
844,50626,8.0
845,99023,9.0
846,89035,9.0
847,55096,0.0
848,49272,4.0
849,55799,3.0
850,83057,9.0
851,34530,7.0
852,41858,3.0
853,34546,0.0
854,88110,4.0
855,65782,5.0
856,41971,0.0
857,99612,0.0
858,89715,0.0
859,57014,8.0
860,36330,9.0
861,75192,2.0
862,62197,2.0
863,76063,8.0
864,61610,6.0
865,88880,2.0
866,35023,6.0
867,88781,9.0
868,38790,6.0
869,45876,9.0
870,80498,7.0
871,62539,5.0
872,39300,9.0
873,82782,9.0
874,26151,2.0
875,94948,7.0
876,58546,4.0
877,46519,7.0
878,64975,8.0
879,90345,3.0
880,84122,3.0
881,26651,1.0
882,20403,8.0
883,97130,3.0
884,79016,0.0
885,23615,0.0
886,45163,0.0
887,55449,2.0
888,46502,9.0
889,77148,7.0
890,99003,3.0
891,59126,0.0
892,87299,1.0
893,65147,7.0
894,88056,1.0
895,23587,9.0
896,44924,8.0
897,43068,9.0
898,95582,4.0
899,89998,2.0
900,66039,3.0
901,94722,3.0
902,37828,3.0
903,95216,2.0
904,25297,5.0
905,25996,5.0
906,72129,2.0
907,56682,0.0
908,60541,6.0
909,92421,6.0
910,66179,9.0
911,27199,1.0
912,39595,0.0
913,43736,0.0
914,45672,1.0
915,87141,0.0
916,26955,3.0
917,57013,7.0
918,36976,3.0
919,62325,7.0
920,51626,5.0
921,64521,6.0
922,41021,2.0
923,78521,8.0
924,90902,8.0
925,61107,3.0
926,48310,2.0
927,38958,5.0
928,59544,2.0
929,78790,8.0
930,72153,8.0
931,28311,3.0
932,28023,6.0
933,88853,2.0
934,57320,8.0
935,85233,3.0
936,45033,0.0
937,61281,2.0
938,34342,1.0
939,62927,4.0
940,80300,1.0
941,93862,3.0
942,91116,6.0
943,62560,5.0
944,93757,4.0
945,31374,5.0
946,71984,0.0
947,89926,6.0
948,86270,0.0
949,23814,2.0
950,46445,9.0
951,47544,0.0
952,27778,9.0
953,34269,0.0
954,66722,0.0
955,23966,2.0
956,74589,1.0
957,43095,8.0
958,68965,7.0
959,97333,3.0
960,88256,2.0
961,33941,6.0
962,68401,3.0
963,70081,4.0
964,91839,6.0
965,72421,3.0
966,42208,9.0
967,90643,2.0
968,32769,6.0
969,21236,9.0
970,38192,0.0
971,47703,3.0
972,68551,4.0
973,48460,7.0
974,38151,4.0
975,52379,7.0
976,57899,1.0
977,56045,4.0
978,61904,7.0
979,88043,2.0
980,91766,3.0
981,30713,9.0
982,63256,1.0
983,21695,3.0
984,73191,8.0
985,41042,8.0
986,37946,4.0
987,22748,3.0
988,73116,6.0
989,77031,9.0
990,36102,0.0
991,53641,9.0
992,97293,6.0
993,26873,0.0
994,22317,2.0
995,62940,9.0
996,37374,6.0
997,25440,9.0
998,35572,4.0
999,53121,5.0
1000,38256,4.0
1001,92105,2.0
1002,34288,4.0
1003,34179,9.0
1004,84382,2.0
1005,26120,4.0
1006,87386,8.0
1007,73222,5.0
1008,99674,1.0
1009,61095,3.0
1010,68806,8.0
1011,92237,6.0
1012,28915,1.0
1013,71687,8.0
1014,31720,4.0
1015,90254,4.0
1016,30126,8.0
1017,57254,7.0
1018,58854,9.0
1019,30040,0.0
1020,94373,8.0
1021,70672,5.0
1022,99648,9.0
1023,85225,4.0
1024,60913,1.0
1025,59437,2.0
1026,73538,8.0
1027,89247,5.0
1028,98485,2.0
1029,96116,7.0
1030,73266,5.0
1031,36275,1.0
1032,44200,8.0
1033,98593,3.0
1034,85254,5.0
1035,72652,4.0
1036,25374,2.0
1037,99129,7.0
1038,85789,4.0
1039,69328,9.0
1040,90327,6.0
1041,94882,4.0
1042,38370,9.0
1043,38068,7.0
1044,53710,5.0
1045,73142,9.0
1046,45253,8.0
1047,84025,0.0
1048,70232,2.0
1049,71324,2.0
1050,21664,4.0
1051,34133,4.0
1052,77341,7.0
1053,36885,4.0
1054,43496,3.0
1055,99844,2.0
1056,31069,0.0
1057,95412,8.0
1058,97009,8.0
1059,97188,8.0
1060,38654,9.0
1061,38581,7.0
1062,34313,3.0
1063,88542,0.0
1064,50048,7.0
1065,55297,0.0
1066,90467,5.0
1067,24347,3.0
1068,80256,3.0
1069,71738,2.0
1070,44531,5.0
1071,61936,0.0
1072,82563,3.0
1073,22778,3.0
1074,41860,9.0
1075,51320,5.0
1076,53746,1.0
1077,88061,3.0
1078,99630,6.0
1079,25123,7.0
1080,42345,7.0
1081,52471,9.0
1082,42861,8.0
1083,88063,1.0
1084,69372,1.0
1085,88129,7.0
1086,40587,7.0
1087,26611,8.0
1088,72494,7.0
1089,73326,5.0
1090,30633,9.0
1091,90548,2.0
1092,41100,1.0
1093,54375,7.0
1094,42508,3.0
1095,90164,5.0
1096,35598,7.0
1097,87586,0.0
1098,58725,4.0
1099,53278,4.0
1100,40265,4.0
1101,86999,0.0
1102,43682,5.0
1103,66339,8.0
1104,98982,1.0
1105,54122,7.0
1106,82483,0.0
1107,87214,0.0
1108,24410,1.0
1109,61584,0.0
1110,75351,9.0
1111,66796,3.0
1112,90687,9.0
1113,83796,0.0
1114,77367,2.0
1115,49163,1.0
1116,91707,8.0
1117,61713,1.0
1118,91296,4.0
1119,71913,7.0
1120,99037,2.0
1121,47724,0.0
1122,44118,3.0
1123,63353,4.0
1124,33622,5.0
1125,49526,9.0
1126,92988,8.0
1127,80269,1.0
1128,77922,2.0
1129,54066,4.0
1130,83344,6.0
1131,45141,0.0
1132,78596,6.0
1133,48219,5.0
1134,45786,1.0
1135,76372,7.0
1136,88032,1.0
1137,25890,3.0
1138,24388,0.0
1139,82135,9.0
1140,94719,6.0
1141,88806,9.0
1142,71230,5.0
1143,68325,1.0
1144,49373,7.0
1145,85478,7.0
1146,88808,0.0
1147,96139,7.0
1148,51629,6.0
1149,42557,8.0
1150,60805,4.0
1151,74467,9.0
1152,62674,6.0
1153,76998,3.0
1154,28812,9.0
1155,86422,3.0
1156,21179,3.0
1157,45228,0.0
1158,85647,8.0
1159,88929,4.0
1160,34872,0.0
1161,71339,0.0
1162,45787,9.0
1163,86308,6.0
1164,44654,7.0
1165,84253,1.0
1166,31925,5.0
1167,88903,7.0
1168,25884,8.0
1169,52328,4.0
1170,35957,0.0
1171,80266,8.0
1172,29481,9.0
1173,54907,5.0
1174,35233,7.0
1175,81552,4.0
1176,34132,1.0
1177,35256,2.0
1178,50925,6.0
1179,27172,7.0
1180,30593,3.0
1181,70790,5.0
1182,87511,0.0
1183,54002,8.0
1184,37252,2.0
1185,40900,7.0
1186,88054,9.0
1187,36694,5.0
1188,94362,2.0
1189,29062,3.0
1190,45593,4.0
1191,74381,3.0
1192,85818,5.0
1193,57151,9.0
1194,64196,0.0
1195,59833,7.0
1196,94263,7.0
1197,38999,1.0
1198,30586,3.0
1199,81509,9.0
1200,26358,5.0
1201,98136,5.0
1202,96905,7.0
1203,52978,4.0
1204,92608,6.0
1205,53882,9.0
1206,58236,0.0
1207,52642,8.0
1208,89038,0.0
1209,59333,3.0
1210,53450,8.0
1211,76120,9.0
1212,72701,0.0
1213,82123,2.0
1214,69549,1.0
1215,96451,8.0
1216,94786,3.0
1217,22527,7.0
1218,90964,8.0
1219,91552,2.0
1220,48779,4.0
1221,35401,8.0
1222,74397,2.0
1223,34720,8.0
1224,91445,9.0
1225,42598,9.0
1226,32088,7.0
1227,61895,5.0
1228,34153,8.0
1229,85396,9.0
1230,37652,4.0
1231,67016,4.0
1232,77216,1.0
1233,64889,7.0
1234,41967,4.0
1235,31636,9.0
1236,43071,1.0
1237,39231,1.0
1238,67156,3.0
1239,41622,8.0
1240,71161,1.0
1241,85047,9.0
1242,62978,7.0
1243,81850,5.0
1244,48189,7.0
1245,77586,8.0
1246,76526,8.0
1247,56302,9.0
1248,41777,6.0
1249,84829,9.0
1250,39039,4.0
1251,97768,1.0
1252,38707,4.0
1253,82211,5.0
1254,29255,8.0
1255,67005,6.0
1256,56920,4.0
1257,40330,9.0
1258,40471,0.0
1259,30623,9.0
1260,52105,4.0
1261,86404,7.0
1262,88306,6.0
1263,71628,5.0
1264,45336,4.0
1265,48511,3.0
1266,70290,5.0
1267,46993,5.0
1268,71540,9.0
1269,72599,5.0
1270,49036,6.0
1271,47913,5.0
1272,38802,0.0
1273,41692,5.0
1274,56994,1.0
1275,92582,8.0
1276,33265,9.0
1277,34187,8.0
1278,45929,3.0
1279,43962,9.0
1280,79622,4.0
1281,97345,0.0
1282,87936,9.0
1283,34804,6.0
1284,79573,4.0
1285,78426,7.0
1286,81965,3.0
1287,23980,2.0
1288,65180,1.0
1289,80385,9.0
1290,62070,7.0
1291,62453,7.0
1292,27206,2.0
1293,77505,7.0
1294,88281,0.0
1295,82098,1.0
1296,62862,3.0
1297,94987,7.0
1298,27289,7.0
1299,46356,1.0
1300,27472,0.0
1301,51665,6.0
1302,39484,4.0
1303,39449,4.0
1304,37683,5.0
1305,75050,5.0
1306,45503,4.0
1307,52755,2.0
1308,46452,5.0
1309,74936,2.0
1310,45814,8.0
1311,78589,8.0
1312,52166,4.0
1313,51568,8.0
1314,55214,3.0
1315,69654,4.0
1316,83508,0.0
1317,57333,2.0
1318,99339,9.0
1319,68507,9.0
1320,28909,7.0
1321,69806,2.0
1322,53241,9.0
1323,25169,6.0
1324,57836,8.0
1325,62509,2.0
1326,45494,3.0
1327,49244,9.0
1328,55386,8.0
1329,91504,5.0
1330,25525,5.0
1331,46209,0.0
1332,55941,6.0
1333,99035,4.0
1334,81163,2.0
1335,20548,9.0
1336,62531,2.0
1337,52877,8.0
1338,25036,2.0
1339,43513,0.0
1340,42332,8.0
1341,46919,6.0
1342,32915,1.0
1343,34460,8.0
1344,83038,2.0
1345,90701,0.0
1346,99862,0.0
1347,28169,9.0
1348,59479,9.0
1349,57097,9.0
1350,35600,9.0
1351,34751,6.0
1352,49856,1.0
1353,41558,0.0
1354,61700,9.0
1355,91001,1.0
1356,43531,8.0
1357,99527,8.0
1358,84609,8.0
1359,99745,7.0
1360,33407,6.0
1361,83499,9.0
1362,52575,3.0
1363,52942,3.0
1364,76951,2.0
1365,44598,0.0
1366,39599,6.0
1367,42413,1.0
1368,57128,7.0
1369,67823,9.0
1370,21975,1.0
1371,66948,8.0
1372,31948,5.0
1373,63597,9.0
1374,36248,5.0
1375,85134,6.0
1376,50305,1.0
1377,91932,7.0
1378,82848,3.0
1379,98420,0.0
1380,40750,5.0
1381,89914,1.0
1382,35551,6.0
1383,37717,8.0
1384,20619,9.0
1385,31432,2.0
1386,35912,6.0
1387,46466,3.0
1388,50828,9.0
1389,73241,7.0
1390,32394,0.0
1391,62224,8.0
1392,71839,0.0
1393,32276,2.0
1394,43194,2.0
1395,21793,7.0
1396,52019,3.0
1397,25371,8.0
1398,72479,3.0
1399,44562,5.0
1400,20534,2.0
1401,56515,6.0
1402,46549,7.0
1403,69176,2.0
1404,43590,4.0
1405,68890,0.0
1406,52650,8.0
1407,65185,1.0
1408,91129,0.0
1409,52377,0.0
1410,39518,5.0
1411,37045,1.0
1412,45351,1.0
1413,64390,1.0
1414,20429,7.0
1415,26294,4.0
1416,64408,3.0
1417,31332,0.0
1418,40262,1.0
1419,77751,5.0
1420,59476,9.0
1421,99006,6.0
1422,53656,4.0
1423,45779,0.0
1424,99886,5.0
1425,57728,0.0
1426,52065,2.0
1427,59780,2.0
1428,94063,6.0
1429,66595,6.0
1430,92518,0.0
1431,61458,1.0
1432,65361,5.0
1433,69740,3.0
1434,72967,4.0
1435,74561,8.0
1436,58952,4.0
1437,33768,7.0
1438,50329,0.0
1439,83312,9.0
1440,89604,2.0
1441,71993,0.0
1442,26571,7.0
1443,33257,4.0
1444,22670,1.0
1445,51519,0.0
1446,22758,6.0
1447,37904,8.0
1448,85976,2.0
1449,44388,1.0
1450,61009,3.0
1451,20114,1.0
1452,48069,0.0
1453,80299,3.0
1454,81274,4.0
1455,68655,4.0
1456,27924,8.0
1457,68874,2.0
1458,28769,0.0
1459,46814,6.0
1460,57609,3.0
1461,36672,9.0
1462,53962,8.0
1463,32573,9.0
1464,47646,4.0
1465,83412,1.0
1466,61177,9.0
1467,70240,3.0
1468,35004,1.0
1469,29525,3.0
1470,92856,1.0
1471,82732,4.0
1472,64881,4.0
1473,92621,9.0
1474,80913,0.0
1475,55235,2.0
1476,52731,5.0
1477,95274,0.0
1478,32008,5.0
1479,39533,7.0
1480,46090,4.0
1481,40040,0.0
1482,72990,4.0
1483,77593,2.0
1484,85808,9.0
1485,24144,0.0
1486,60563,4.0
1487,26191,2.0
1488,38019,2.0
1489,53327,2.0
1490,85793,8.0
1491,27628,2.0
1492,63812,5.0
1493,81798,1.0
1494,81323,3.0
1495,27171,8.0
1496,80232,3.0
1497,76513,8.0
